   qid    | sid  | stid | category 
 JWuzZtMg | 7279 |   23 | COM
 GXxbnj2k | 7467 |   23 | ANG
 4kBpMTUi | 7043 |   23 | NEU
 UK4rRnZg | 7659 |   23 | other
 SBEAk6pu | 7012 |   23 | other
 TyPcuSsZ | 7741 |   23 | other
 XysT9btn | 7395 |   23 | other
 wzYCSJeo | 7236 |   23 | other
 zRK7An4d | 7701 |   23 | ANG
 zKJ9DEJE | 7108 |   23 | other
 phqsoTxA | 7021 |   23 | other
 HgsizoPn | 6968 |   23 | other
 sonYJ5JS | 7416 |   23 | other
 tWkatKgj | 7526 |   23 | other
 knYf3o8k | 7717 |   23 | NEU
 bVxT6whH | 7597 |   23 | COM
 yd8tFJGA | 7201 |   23 | HOP
 FocX58xu | 6983 |   23 | COM
 wysqrqt2 | 6997 |   23 | ANG
 FqiGfK8C | 7607 |   23 | other
 7n5itAuF | 7200 |   23 | other
 DpSKEzYc | 7212 |   23 | COM
 zUVqud6G | 7539 |   23 | other
 EUAQXNea | 7546 |   23 | other
 A2Wxnn22 | 7013 |   23 | other
 GfvKmDjg | 6932 |   23 | other
 Fx2NQRLt | 7244 |   23 | other
 PwpSnQ4U | 7339 |   23 | other
 vTyU5MSM | 6975 |   23 | NEU
 qvFmdMC4 | 6973 |   23 | other
 EyiNY6xe | 7631 |   23 | other
 qjWqGt9N | 7424 |   23 | other
 erAirnEF | 7417 |   23 | HOP
 AVjtVHv4 | 7349 |   23 | ANG
 VaQ5m6GE | 6913 |   23 | other
 9kroqZM6 | 7260 |   23 | other
 sG3MMqDY | 7281 |   23 | NEU
 yznpm8Fs | 6978 |   23 | COM
 6urjtEpe | 7247 |   23 | other
 uAC4Zzqb | 7522 |   23 | COM
 xSGa72Bg | 7541 |   23 | ANG
 SmkceAb4 | 6916 |   23 | other
 agTAcqko | 7168 |   23 | NEU
 gLc6iBbF | 7385 |   23 | other
 Vnvk6QsY | 7446 |   23 | ANG
 ra6KE7FB | 7418 |   23 | NEU
 Fx2NQRLt | 7244 |   23 | NEU
 KdttqXtg | 7608 |   23 | COM
 XmWjPoqk | 7087 |   23 | NEU
 3pSY8ZFD | 7647 |   23 | other
 eoAnMYJA | 7320 |   23 | NEU
 527RZVap | 7327 |   23 | HOP
 fYURnLvG | 7014 |   23 | COM
 okEaqeeB | 7438 |   23 | COM
 eGBgZ3gp | 7004 |   23 | NEU
 hYhJSKPp | 7050 |   23 | HOP
 Q82yncvE | 7298 |   23 | NEU
 rJPk9QH6 | 7788 |   23 | COM
 K7jgMHUT | 7579 |   23 | ANG
 ZipsaZJS | 7130 |   23 | HOP
 nHLrEqpw | 7302 |   23 | NEU
 HK9Pf2dY | 7155 |   23 | HOP
 vuvGTBqu | 7504 |   23 | other
 sNssxFYu | 7054 |   23 | other
 WVTYozgP | 7655 |   23 | other
 PQ3KWTaG | 7025 |   23 | other
 y4RPv6id | 7447 |   23 | NEU
 MNL5Qakh | 7110 |   23 | ANG
 ZFLKGJ7Y | 7096 |   23 | other
 XfU7C6aB | 7067 |   23 | HOP
 55F5Ti2o | 7214 |   23 | NEU
 D4kyJRER | 7670 |   23 | other
 gRpThkP2 | 7011 |   23 | HOP
 k2MktD7n | 7727 |   23 | other
 REUKpc8F | 7553 |   23 | HOP
 j6TpcAqe | 7324 |   23 | NEU
 AKEPwJy8 | 7166 |   23 | other
 iLoPFQwd | 7280 |   23 | other
 ueydfoMD | 7015 |   23 | other
 CiNXCBzm | 7346 |   23 | other
 4ZVzPoA4 | 7117 |   23 | NEU
 gLc6iBbF | 7385 |   23 | NEU
 7n5itAuF | 7200 |   23 | COM
 8NxW6Pfo | 7037 |   23 | other
 9yk46xLo | 7359 |   23 | other
 o2cut926 | 7089 |   23 | COM
 cAapZQYS | 7404 |   23 | HOP
 VYAsptdw | 7571 |   23 | other
 fYXEBdQb | 7394 |   23 | other
 VQaoZikm | 7460 |   23 | other
 HNXsQcMN | 7100 |   23 | COM
 ZFAXoVx4 | 6979 |   23 | HOP
 5v8NmQ9S | 7437 |   23 | other
 KyqiNehN | 6957 |   23 | ANG
 uk7aidN2 | 7002 |   23 | COM
 d9ESYMMv | 7559 |   23 | other
 2gfUNNUi | 7239 |   23 | other
 orsSht5M | 6977 |   23 | other
 CiNXCBzm | 7346 |   23 | ANG
 XxgTpaGw | 7363 |   23 | COM
 zRrRWLiY | 7265 |   23 | other
 PwpSnQ4U | 7339 |   23 | ANG
 bTncxU7N | 7129 |   23 | COM
 pqNQUKdg | 7088 |   23 | other
 QaPusBWT | 6972 |   23 | other
 PkBVo9qA | 7482 |   23 | other
 cHRnrdBJ | 7509 |   23 | other
 miYJ4oHh | 7554 |   23 | NEU
 MFPjp4xf | 7073 |   23 | HOP
 yxXw7RJ2 | 6984 |   23 | HOP
 EiTX2jM5 | 7810 |   23 | NEU
 MxcVv8XU | 7218 |   23 | other
 3om5P3h7 | 6989 |   23 | other
 dU47xkQG | 6903 |   23 | other
 Kpw6UfHe | 7411 |   23 | ANG
 vCy2Ns6X | 7651 |   23 | NEU
 fg4wYCQa | 7184 |   23 | NEU
 7TAMXjTP | 7082 |   23 | NEU
 tGErov6s | 7059 |   23 | other
 5cjCd2VP | 7733 |   23 | HOP
 JzW5N6h3 | 7682 |   23 | other
 a9kvWcq7 | 7361 |   23 | other
 iCGwjjyP | 7283 |   23 | other
 vCb94fVc | 7063 |   23 | other
 oGpWsYjK | 6914 |   23 | other
 muHADZ6z | 7006 |   23 | COM
 wCZUZGfs | 7638 |   23 | HOP
 gKEnvANP | 7534 |   23 | other
 sh2hK5ob | 7325 |   23 | HOP
 RNQqauy5 | 6967 |   23 | COM
 ex2A8rLH | 7459 |   23 | other
 xnUEWtEV | 7240 |   23 | ANG
 mUgnxwFq | 7824 |   23 | other
 oSseLCZh | 7375 |   23 | other
 uTgvye9U | 7425 |   23 | ANG
 wTd5EW79 | 7365 |   23 | HOP
 g5UC8jfM | 7187 |   23 | NEU
 QHSJVrTJ | 6962 |   23 | other
 vYWFmepc | 7319 |   23 | other
 N56G4Grm | 7338 |   23 | ANG
 erNyvvgF | 7612 |   23 | HOP
 jDR3L6V2 | 7207 |   23 | NEU
 yFeZrNQn | 7109 |   23 | other
 iyMCzCzB | 7613 |   23 | NEU
 QenW2vMJ | 6902 |   23 | NEU
 fDVhiMBo | 6986 |   23 | other
 8NLnEnzC | 7588 |   23 | ANG
 t4QKKnbN | 7804 |   23 | HOP
 R95oWTsA | 6985 |   23 | other
 6DWm5GJu | 6982 |   23 | ANG
 ZeMQcHSj | 7472 |   23 | other
 ubmptcfS | 7397 |   23 | COM
 ewX9iymt | 7813 |   23 | ANG
 3nhHmmnH | 7134 |   23 | NEU
 GWnkaPff | 7795 |   23 | ANG
 jW3CHUGY | 7118 |   23 | other
 YBFSSfNA | 6928 |   23 | HOP
 wDcsWoNT | 7251 |   23 | other
 wdZTJi6p | 7458 |   23 | other
 uAC4Zzqb | 7522 |   23 | other
 EQocRAXm | 7422 |   23 | HOP
 Bbik7at3 | 6908 |   23 | COM
 rTQL4z2N | 7537 |   23 | other
 nUFv5jpe | 7391 |   23 | NEU
 PJbSEcJw | 7654 |   23 | ANG
 q9QBa7JC | 7488 |   23 | other
 nUc8CTP7 | 7046 |   23 | HOP
 o2cut926 | 7089 |   23 | other
 T9cdp7aq | 7462 |   23 | other
 58h9oqgN | 7543 |   23 | COM
 BYdSqNC4 | 7323 |   23 | other
 8dtxGfXr | 7128 |   23 | ANG
 uk7aidN2 | 7002 |   23 | other
 dxSRs2oi | 6938 |   23 | other
 aS59PFrz | 7254 |   23 | other
 5v8NmQ9S | 7437 |   23 | COM
 sBnYFF34 | 7671 |   23 | HOP
 2ndSLXKG | 7502 |   23 | other
 QHSJVrTJ | 6962 |   23 | HOP
 iMteopTZ | 7144 |   23 | HOP
 C4F9ZWbq | 7473 |   23 | HOP
 RSztVSZH | 7008 |   23 | other
 zd8Vj7wP | 7077 |   23 | COM
 nEeVwLJX | 7020 |   23 | HOP
 YBFSSfNA | 6928 |   23 | other
 XysT9btn | 7395 |   23 | ANG
 8td4ahBo | 7210 |   23 | ANG
 nz8B8bkN | 7213 |   23 | other
 5Giz53ao | 7066 |   23 | NEU
 t7XPwv2V | 7352 |   23 | HOP
 QGgpaR2x | 7084 |   23 | other
 T6SNcSGB | 7401 |   23 | other
 dwt6V5pG | 7275 |   23 | COM
 kJtFTJwG | 7229 |   23 | other
 qUeV5DPC | 7451 |   23 | other
 bVxT6whH | 7597 |   23 | other
 ACvzNYt8 | 7173 |   23 | HOP
 piAjSgZx | 7636 |   23 | other
 mmQUAzRe | 7625 |   23 | NEU
 wCZUZGfs | 7638 |   23 | other
 ub34o52h | 7730 |   23 | other
 hYhJSKPp | 7050 |   23 | other
 T6SNcSGB | 7401 |   23 | COM
 fYXEBdQb | 7394 |   23 | ANG
 KThwka6a | 7138 |   23 | other
 iWefLezK | 7520 |   23 | other
 wU8JaC3o | 7177 |   23 | NEU
 zvrDNVBh | 7556 |   23 | ANG
 CFL34Au5 | 7282 |   23 | NEU
 FAgFg3mP | 7053 |   23 | other
 YDGeMPFW | 7575 |   23 | other
 chtv2eWW | 7045 |   23 | COM
 Gm7q2hrz | 7480 |   23 | other
 huffJDgC | 7121 |   23 | other
 hov5Vz8g | 7107 |   23 | other
 cmjePdKK | 7293 |   23 | other
 EyiNY6xe | 7631 |   23 | ANG
 HgsizoPn | 6968 |   23 | NEU
 Wf6FAQ7m | 7548 |   23 | other
 dkDAefWR | 7078 |   23 | HOP
 DgmJqKBu | 7106 |   23 | ANG
 7oH6yzgb | 6933 |   23 | NEU
 vtsXoGHw | 7335 |   23 | other
 RTsM2YGu | 7086 |   23 | NEU
 z5vQTZK9 | 7192 |   23 | other
 jycTToAp | 7148 |   23 | ANG
 wPU7oe8w | 7493 |   23 | other
 2tUa8JmQ | 7146 |   23 | ANG
 wTd5EW79 | 7365 |   23 | other
 KyCyb545 | 7345 |   23 | other
 NiGmhSAB | 7470 |   23 | other
 vwn2JkKW | 7048 |   23 | other
 58RpoVWT | 7300 |   23 | COM
 vodQ7BPc | 6969 |   23 | HOP
 RmAqn6K3 | 7680 |   23 | HOP
 goVS6hka | 7498 |   23 | COM
 9kroqZM6 | 7260 |   23 | HOP
 vUzNssjh | 7605 |   23 | other
 ZhnEGjQV | 7016 |   23 | other
 7F4N2svK | 6998 |   23 | other
 MiyGW3V6 | 7782 |   23 | other
 8NxW6Pfo | 7037 |   23 | HOP
 BZo5mhuc | 7058 |   23 | other
 JWuzZtMg | 7279 |   23 | other
 3aW7SFit | 7600 |   23 | other
 yznpm8Fs | 6978 |   23 | other
 mckEcYuS | 7049 |   23 | COM
 5Giz53ao | 7066 |   23 | other
 76ZLBGhG | 7378 |   23 | other
 YG4HKBZj | 7336 |   23 | other
 kJHAzmqG | 7490 |   23 | other
 vuvGTBqu | 7504 |   23 | HOP
 T9cdp7aq | 7462 |   23 | NEU
 6hhTRmb3 | 7567 |   23 | other
 BecHaDGK | 7409 |   23 | other
 FeXE5BSi | 7102 |   23 | other
 kWaXx7ac | 7056 |   23 | ANG
 P3c2rAqt | 7370 |   23 | other
 wysqrqt2 | 6997 |   23 | other
 fywZcHPL | 7205 |   23 | HOP
 cfxpUv92 | 7506 |   23 | NEU
 AzikHNaH | 7165 |   23 | NEU
 idkgHfm6 | 7399 |   23 | HOP
 8XrxH8i4 | 7174 |   23 | other
 r45Wuj8z | 7376 |   23 | other
 EvZrb4je | 7156 |   23 | other
 joy79NaK | 7643 |   23 | ANG
 sonYJ5JS | 7416 |   23 | NEU
 o2jtEd2y | 7406 |   23 | ANG
 HE93eVsu | 7383 |   23 | NEU
 mZL5KVom | 7388 |   23 | ANG
 c8sNR3Ms | 7164 |   23 | HOP
 8NLnEnzC | 7588 |   23 | other
 knYf3o8k | 7717 |   23 | other
 kWozVE4B | 7501 |   23 | other
 67zUmyPx | 7019 |   23 | other
 pkXHZqne | 7248 |   23 | HOP
 8LajyjVb | 7305 |   23 | HOP
 RtsaF6hs | 7582 |   23 | other
 uvg6aBpr | 7231 |   23 | COM
 Ys4YPx8D | 7261 |   23 | other
 BuWndEw8 | 7024 |   23 | other
 EUAQXNea | 7546 |   23 | HOP
 iCGwjjyP | 7283 |   23 | ANG
 jrmkLboU | 7115 |   23 | COM
 58RpoVWT | 7300 |   23 | other
 MdzMJ4Vt | 7081 |   23 | HOP
 umb3CKev | 7228 |   23 | other
 9qbeHf2g | 7060 |   23 | other
 8WgB5YVU | 6889 |   23 | ANG
 dxSRs2oi | 6938 |   23 | ANG
 kJtFTJwG | 7229 |   23 | ANG
 PDC5ahRn | 7393 |   23 | ANG
 REUKpc8F | 7553 |   23 | other
 TzqWGuLT | 7547 |   23 | NEU
 6aEVnFe4 | 7718 |   23 | NEU
 Q8M4KjB8 | 6958 |   23 | other
 Gc4nGpUE | 7512 |   23 | other
 qmrd7888 | 7481 |   23 | other
 FAgFg3mP | 7053 |   23 | COM
 Xau5mhmR | 7152 |   23 | other
 ru8XJvU4 | 7427 |   23 | other
 DrjzG9mg | 7296 |   23 | other
 VQaoZikm | 7460 |   23 | HOP
 HgEdwvUM | 7331 |   23 | other
 9uB5LksW | 7259 |   23 | COM
 Vgm7NaN6 | 7195 |   23 | COM
 cfxpUv92 | 7506 |   23 | other
 KJUUqhjp | 7700 |   23 | NEU
 PxEWZu4F | 6974 |   23 | other
 kWozVE4B | 7501 |   23 | ANG
 icPeVnh7 | 7176 |   23 | HOP
 vrhqFGT7 | 7316 |   23 | other
 pMkAszx7 | 7169 |   23 | other
 txfa6fvP | 7415 |   23 | other
 Tyj6sp3Z | 7310 |   23 | other
 8g2raXFx | 7576 |   23 | other
 6aEVnFe4 | 7718 |   23 | other
 9yk46xLo | 7359 |   23 | COM
 4FyUn78W | 7029 |   23 | other
 BswQXAip | 7614 |   23 | other
 iMMobyei | 7355 |   23 | other
 q4Kv2fre | 6980 |   23 | NEU
 QBWGVQ2P | 7611 |   23 | COM
 Gc4nGpUE | 7512 |   23 | NEU
 ubmptcfS | 7397 |   23 | other
 it5TGNQK | 6966 |   23 | COM
 2nsy96bo | 7461 |   23 | other
 MFPjp4xf | 7073 |   23 | other
 t4QKKnbN | 7804 |   23 | other
 ZFLKGJ7Y | 7096 |   23 | ANG
 PEStyDeo | 7069 |   23 | NEU
 kJHAzmqG | 7490 |   23 | HOP
 cjPjym9b | 7486 |   23 | other
 7dgudZqm | 7444 |   23 | other
 LN35x7q3 | 7580 |   23 | other
 jrmkLboU | 7115 |   23 | other
 Qi9rP8Fo | 7384 |   23 | HOP
 dAWxz9YN | 7083 |   23 | other
 8w6pXxej | 7532 |   23 | ANG
 xBKM46sF | 7368 |   23 | other
 5E62ze4k | 7436 |   23 | ANG
 nz8B8bkN | 7213 |   23 | HOP
 dU47xkQG | 6903 |   23 | ANG
 HnGYjRjt | 7276 |   23 | COM
 mZL5KVom | 7388 |   23 | other
 vgyM5Vhe | 6917 |   23 | HOP
 DotCzEHM | 6904 |   23 | COM
 RpYuedLX | 6918 |   23 | other
 874NXqkJ | 7317 |   23 | ANG
 DrjzG9mg | 7296 |   23 | ANG
 2adEBKW2 | 7091 |   23 | NEU
 DeNUfFLc | 7304 |   23 | other
 JphiQiwY | 6898 |   23 | NEU
 RGpeiTio | 7583 |   23 | other
 EQocRAXm | 7422 |   23 | other
 Mb295gEn | 7412 |   23 | COM
 GukjUV88 | 7380 |   23 | other
 JYiTYg9X | 7640 |   23 | other
 YM73ykhH | 7584 |   23 | HOP
 mckEcYuS | 7049 |   23 | other
 dAWxz9YN | 7083 |   23 | ANG
 PkBVo9qA | 7482 |   23 | ANG
 GT8X7b3r | 7596 |   23 | ANG
 YAEHNnMX | 7430 |   23 | HOP
 HE93eVsu | 7383 |   23 | other
 cDz3wDh7 | 7606 |   23 | other
 iH9qcUbU | 7284 |   23 | ANG
 jawpZM7R | 7621 |   23 | other
 X9qR5N3s | 7334 |   23 | other
 AknyW6vT | 7816 |   23 | other
 Us529hnK | 7224 |   23 | ANG
 GaJbRziz | 6925 |   23 | other
 x9vNPWhT | 6897 |   23 | ANG
 QG33Qz5q | 7062 |   23 | ANG
 q8CHMA4W | 7499 |   23 | COM
 byCfCiuQ | 7407 |   23 | other
 phqsoTxA | 7021 |   23 | NEU
 zsM4Xbws | 7594 |   23 | HOP
 nUFv5jpe | 7391 |   23 | other
 jovy6fRJ | 7000 |   23 | other
 58h9oqgN | 7543 |   23 | other
 HnGYjRjt | 7276 |   23 | other
 okEaqeeB | 7438 |   23 | other
 dd43U8oh | 7410 |   23 | ANG
 Sy2oRHsR | 7344 |   23 | other
 WZkdrmzb | 7172 |   23 | other
 Dfzp5U7j | 7040 |   23 | other
 UK4rRnZg | 7659 |   23 | HOP
 vVLWRvS5 | 7322 |   23 | COM
 anVcPMce | 7688 |   23 | COM
 WAxPkk8E | 7145 |   23 | NEU
 KcT2kANL | 7449 |   23 | ANG
 umb3CKev | 7228 |   23 | NEU
 U8aktcyv | 7315 |   23 | HOP
 QGgpaR2x | 7084 |   23 | COM
 vodQ7BPc | 6969 |   23 | other
 ex2A8rLH | 7459 |   23 | ANG
 8zLWysKJ | 7255 |   23 | NEU
 erNyvvgF | 7612 |   23 | other
 hov5Vz8g | 7107 |   23 | COM
 wdZTJi6p | 7458 |   23 | HOP
 oj92wZUp | 7147 |   23 | NEU
 iqTzq9PH | 7463 |   23 | other
 d8nBK7F5 | 7225 |   23 | COM
 iExF8WCr | 7028 |   23 | other
 qb98eUu9 | 7413 |   23 | other
 3Mmy4rem | 7269 |   23 | NEU
 bdqK3mQ3 | 6953 |   23 | other
 eh9VBpF7 | 7075 |   23 | other
 M6iyortF | 6911 |   23 | ANG
 HK9Pf2dY | 7155 |   23 | other
 MdzMJ4Vt | 7081 |   23 | other
 6n6cKm9d | 6924 |   23 | ANG
 6hhTRmb3 | 7567 |   23 | ANG
 mvLMSbTs | 7219 |   23 | other
 rQrfxjiN | 6915 |   23 | other
 hsYB7PsE | 7442 |   23 | NEU
 w9Ne57ic | 6970 |   23 | NEU
 vCb94fVc | 7063 |   23 | COM
 bdqK3mQ3 | 6953 |   23 | HOP
 VaQ5m6GE | 6913 |   23 | NEU
 H3kuqTtx | 7464 |   23 | HOP
 SNUe6Unm | 7433 |   23 | NEU
 e88XpNzu | 7350 |   23 | ANG
 dZJV5Nex | 7007 |   23 | other
 WyTrKBAb | 7560 |   23 | other
 M3DrqrnK | 7266 |   23 | other
 eh9VBpF7 | 7075 |   23 | COM
 EpwvzJsH | 7435 |   23 | ANG
 iH9qcUbU | 7284 |   23 | other
 E5ki7vQe | 7740 |   23 | other
 rjKgXhrJ | 7474 |   23 | other
 LN35x7q3 | 7580 |   23 | COM
 Tyj6sp3Z | 7310 |   23 | NEU
 vwn2JkKW | 7048 |   23 | ANG
 25ehvHrF | 6939 |   23 | COM
 d9ESYMMv | 7559 |   23 | COM
 GUutQBdm | 7497 |   23 | other
 MnisYZRN | 7348 |   23 | other
 RUd8wAUz | 7068 |   23 | other
 ZipsaZJS | 7130 |   23 | other
 8w6pXxej | 7532 |   23 | other
 up3jtgPj | 7105 |   23 | other
 hhRttGu2 | 6905 |   23 | other
 qp9pc9Q7 | 7426 |   23 | ANG
 mfUpeSSM | 7382 |   23 | other
 e88XpNzu | 7350 |   23 | other
 SmkceAb4 | 6916 |   23 | COM
 wv8E2DjU | 7624 |   23 | other
 4mnkpy3p | 6937 |   23 | NEU
 dsf8uVif | 7196 |   23 | HOP
 Y8cC4oQz | 7142 |   23 | COM
 sJM2q6tt | 7154 |   23 | other
 D4kyJRER | 7670 |   23 | COM
 JqrCf8vm | 7347 |   23 | COM
 eGBgZ3gp | 7004 |   23 | other
 CqYd6iod | 7158 |   23 | ANG
 7oZhwRc3 | 7120 |   23 | other
 zNzuNXEt | 7116 |   23 | other
 ik9x6VHE | 6900 |   23 | HOP
 2EbKhBG3 | 7034 |   23 | other
 AADF5Ngu | 6981 |   23 | other
 cj3QC5Mp | 7242 |   23 | other
 LoSRiGk7 | 7189 |   23 | ANG
 Q82yncvE | 7298 |   23 | other
 5LyU9tks | 7781 |   23 | NEU
 3dUVdG9d | 7186 |   23 | HOP
 XmWjPoqk | 7087 |   23 | other
 zd8Vj7wP | 7077 |   23 | other
 abgpFEVv | 7549 |   23 | other
 oqC5RGYu | 7367 |   23 | HOP
 khC7z8vu | 7312 |   23 | ANG
 5cjCd2VP | 7733 |   23 | other
 wCCJ8fKr | 6964 |   23 | other
 oSseLCZh | 7375 |   23 | COM
 cj3QC5Mp | 7242 |   23 | HOP
 raWfZH8X | 7095 |   23 | other
 ZyjBincj | 7074 |   23 | ANG
 msHXnGEW | 7602 |   23 | ANG
 vheYwu3Y | 7227 |   23 | HOP
 dZJV5Nex | 7007 |   23 | NEU
 BswQXAip | 7614 |   23 | ANG
 YLbiPYBA | 7674 |   23 | NEU
 2uKXditr | 7027 |   23 | other
 Ha9RxWPt | 6940 |   23 | HOP
 agU9ffPz | 7119 |   23 | other
 484Sb4r2 | 7149 |   23 | other
 r3JjfGgR | 7039 |   23 | NEU
 WTkTDK5Y | 6907 |   23 | COM
 ZifMc4JW | 6930 |   23 | other
 DotCzEHM | 6904 |   23 | other
 7oH6yzgb | 6933 |   23 | other
 XqzdWQKs | 7132 |   23 | COM
 Cd5KyHQ2 | 7143 |   23 | other
 iWefLezK | 7520 |   23 | HOP
 api7rNv6 | 7299 |   23 | other
 o2jtEd2y | 7406 |   23 | other
 iKwPgVgi | 6919 |   23 | other
 TtMqvyP3 | 7112 |   23 | other
 fRPah822 | 7379 |   23 | ANG
 qmrd7888 | 7481 |   23 | ANG
 iypja3jv | 7755 |   23 | HOP
 L82PLSDD | 7041 |   23 | other
 khpiMtnX | 7126 |   23 | other
 XqzdWQKs | 7132 |   23 | other
 DgmJqKBu | 7106 |   23 | other
 vTyU5MSM | 6975 |   23 | other
 pM8PPU4p | 6963 |   23 | NEU
 VHrqivMp | 7617 |   23 | other
 zKJ9DEJE | 7108 |   23 | HOP
 x9HU7YZj | 7455 |   23 | other
 8dtxGfXr | 7128 |   23 | other
 emWWkyhi | 7487 |   23 | other
 WCWVMXpU | 7627 |   23 | HOP
 2nsy96bo | 7461 |   23 | NEU
 XfU7C6aB | 7067 |   23 | other
 B7FCA7Hi | 7454 |   23 | COM
 MBE6BmeC | 7125 |   23 | other
 huKjmCLE | 7286 |   23 | other
 UzdpMEi9 | 7221 |   23 | HOP
 baNSPQ6x | 7715 |   23 | other
 QBWGVQ2P | 7611 |   23 | other
 T2cs5Vq6 | 7022 |   23 | other
 uw3YL8EB | 6999 |   23 | other
 GT8X7b3r | 7596 |   23 | other
 KtTdaQUc | 7290 |   23 | other
 Kpw6UfHe | 7411 |   23 | other
 uiWXAi4H | 7064 |   23 | HOP
 wzYCSJeo | 7236 |   23 | COM
 ZBA5GPvQ | 7209 |   23 | ANG
 HKpfuoU9 | 7135 |   23 | other
 igsi6vyW | 7494 |   23 | other
 xdfrYn63 | 7598 |   23 | other
 emWWkyhi | 7487 |   23 | NEU
 aptiYW8s | 7245 |   23 | other
 aPi9Zvbo | 7695 |   23 | other
 KcT2kANL | 7449 |   23 | other
 jDR3L6V2 | 7207 |   23 | other
 joy79NaK | 7643 |   23 | other
 AVjtVHv4 | 7349 |   23 | other
 BZo5mhuc | 7058 |   23 | HOP
 W4Y4QPsK | 7468 |   23 | other
 KHAomz9u | 7308 |   23 | ANG
 mvLMSbTs | 7219 |   23 | NEU
 wQREC73n | 7666 |   23 | ANG
 NakpeAEW | 6993 |   23 | other
 BBKNwC9o | 7314 |   23 | HOP
 6Zw8peLo | 7038 |   23 | NEU
 Vnvk6QsY | 7446 |   23 | other
 k2MktD7n | 7727 |   23 | ANG
 txfa6fvP | 7415 |   23 | NEU
 dqt83VWU | 7076 |   23 | NEU
 rQrfxjiN | 6915 |   23 | ANG
 So6RhsTE | 7521 |   23 | other
 scriFANt | 7337 |   23 | NEU
 ZN9Z6yFo | 7057 |   23 | other
 vodhvv4A | 7387 |   23 | other
 vodhvv4A | 7387 |   23 | COM
 qvFmdMC4 | 6973 |   23 | HOP
 WCWVMXpU | 7627 |   23 | other
 wPU7oe8w | 7493 |   23 | ANG
 TtMqvyP3 | 7112 |   23 | NEU
 GoX4Q3Jq | 7113 |   23 | other
 wQH95CJs | 7443 |   23 | other
 QG33Qz5q | 7062 |   23 | other
 7it4C3XE | 7429 |   23 | other
 95QdXoHH | 6956 |   23 | ANG
 x9vNPWhT | 6897 |   23 | other
 PKsJDt8v | 7587 |   23 | other
 S8VjCZyD | 7309 |   23 | COM
 4FyUn78W | 7029 |   23 | ANG
 DTFHAiv4 | 7017 |   23 | other
 S4Bxtcp5 | 7552 |   23 | other
 7dgudZqm | 7444 |   23 | HOP
 5un4ty5c | 7292 |   23 | other
 ZBA5GPvQ | 7209 |   23 | other
 EiTX2jM5 | 7810 |   23 | other
 iypja3jv | 7755 |   23 | other
 JzW5N6h3 | 7682 |   23 | NEU
 sz9RXfn3 | 7414 |   23 | other
 2rXHVFpo | 7366 |   23 | ANG
 9kgzLqYF | 7519 |   23 | other
 N4TCAMcN | 7445 |   23 | other
 taCSZdRC | 7203 |   23 | ANG
 MBE6BmeC | 7125 |   23 | NEU
 RUd8wAUz | 7068 |   23 | NEU
 mq2QH9Eh | 6891 |   23 | COM
 874NXqkJ | 7317 |   23 | other
 2Wrv69hL | 6991 |   23 | HOP
 3pSY8ZFD | 7647 |   23 | COM
 iLoPFQwd | 7280 |   23 | HOP
 4rbnQhxH | 7051 |   23 | other
 wf7SSFiw | 6912 |   23 | HOP
 qjWqGt9N | 7424 |   23 | COM
 sNssxFYu | 7054 |   23 | HOP
 yakq6nqx | 7272 |   23 | other
 xHcQs7Yu | 7111 |   23 | HOP
 QSZfCKPY | 7321 |   23 | other
 Q7oN6QEh | 6952 |   23 | COM
 BBKNwC9o | 7314 |   23 | other
 KtTdaQUc | 7290 |   23 | NEU
 Cq9ohqXE | 7090 |   23 | other
 BoCkciZv | 7610 |   23 | other
 aS59PFrz | 7254 |   23 | HOP
 uvg6aBpr | 7231 |   23 | other
 ecpfxJEQ | 7093 |   23 | COM
 z7MpCZxY | 7390 |   23 | HOP
 kHrUhmfW | 7220 |   23 | other
 MqY6Jzry | 7171 |   23 | ANG
 cmjePdKK | 7293 |   23 | ANG
 xfC3VhGZ | 7373 |   23 | other
 mvPFvRzE | 6922 |   23 | NEU
 5E62ze4k | 7436 |   23 | other
 Q8M4KjB8 | 6958 |   23 | NEU
 RdBNuQFY | 7450 |   23 | other
 T2cs5Vq6 | 7022 |   23 | ANG
 qYjyT32P | 7545 |   23 | other
 4MJTYi97 | 7503 |   23 | NEU
 sJM2q6tt | 7154 |   23 | NEU
 MxcVv8XU | 7218 |   23 | HOP
 VYAsptdw | 7571 |   23 | NEU
 G5YreLGP | 6934 |   23 | other
 pEuTf8Zg | 7609 |   23 | NEU
 mfUpeSSM | 7382 |   23 | HOP
 vheYwu3Y | 7227 |   23 | other
 RpYuedLX | 6918 |   23 | NEU
 x9HU7YZj | 7455 |   23 | COM
 dwt6V5pG | 7275 |   23 | other
 YDGeMPFW | 7575 |   23 | HOP
 H3kuqTtx | 7464 |   23 | other
 yWgAqvLe | 7070 |   23 | other
 w9Ne57ic | 6970 |   23 | other
 CZALgWZY | 7523 |   23 | COM
 dV3ixRD6 | 7139 |   23 | ANG
 g27aSAhT | 7434 |   23 | ANG
 jfRtYDJk | 7419 |   23 | COM
 jW3CHUGY | 7118 |   23 | ANG
 LY8CBf3U | 7492 |   23 | HOP
 4L3rDzpa | 7342 |   23 | other
 De7r8Y9w | 7055 |   23 | NEU
 FpBu9Mkz | 7190 |   23 | COM
