 sid  | stid | category | ord | mh | fh 
 7470 |   23 | NEU      |  11 |  0 |  0
 7285 |   23 | NEU      |   1 |  0 |  0
 7470 |   23 | NEU      |  12 |  0 |  0
 7320 |   23 | NEU      |   9 |  0 |  0
 7320 |   23 | NEU      |   8 |  3 |  0
 7320 |   23 | NEU      |   7 |  2 |  0
 7470 |   23 | NEU      |  13 |  0 |  0
 7320 |   23 | NEU      |   6 |  3 |  0
 7320 |   23 | NEU      |   5 |  3 |  0
 7470 |   23 | NEU      |  14 |  0 |  0
 7320 |   23 | NEU      |   4 |  2 |  0
 7324 |   23 | NEU      |   2 |  0 |  0
 7503 |   23 | NEU      |   0 |  1 |  0
 7324 |   23 | NEU      |   1 |  1 |  0
 6970 |   23 | NEU      |  10 |  1 |  0
 6970 |   23 | NEU      |   9 |  1 |  0
 7320 |   23 | NEU      |   3 |  4 |  0
 6970 |   23 | NEU      |   8 |  1 |  0
 7320 |   23 | NEU      |   2 |  1 |  0
 6970 |   23 | NEU      |   7 |  0 |  0
 6970 |   23 | NEU      |   6 |  1 |  0
 7320 |   23 | NEU      |   1 |  1 |  0
 7320 |   23 | NEU      |   0 |  0 |  0
 7310 |   23 | NEU      |   2 |  0 |  0
 7310 |   23 | NEU      |   1 |  1 |  0
 7310 |   23 | NEU      |   0 |  0 |  0
 7302 |   23 | NEU      |  14 |  0 |  0
 7302 |   23 | NEU      |  13 |  1 |  0
 7302 |   23 | NEU      |  12 |  0 |  0
 7302 |   23 | NEU      |  11 |  1 |  0
 6970 |   23 | NEU      |   5 |  0 |  1
 7302 |   23 | NEU      |  10 |  0 |  0
 6970 |   23 | NEU      |   4 |  0 |  2
 7506 |   23 | NEU      |   0 |  0 |  2
 6970 |   23 | NEU      |   3 |  1 |  0
 7302 |   23 | NEU      |   9 |  0 |  1
 6970 |   23 | NEU      |   2 |  0 |  0
 6970 |   23 | NEU      |   1 |  0 |  0
 7302 |   23 | NEU      |   8 |  1 |  0
 7506 |   23 | NEU      |   1 |  0 |  3
 6970 |   23 | NEU      |   0 |  1 |  0
 7506 |   23 | NEU      |   2 |  0 |  1
 7302 |   23 | NEU      |   7 |  0 |  0
 7302 |   23 | NEU      |   6 |  0 |  0
 7302 |   23 | NEU      |   5 |  0 |  0
 7506 |   23 | NEU      |   3 |  0 |  1
 7302 |   23 | NEU      |   4 |  0 |  0
 7515 |   23 | NEU      |   0 |  0 |  0
 7515 |   23 | NEU      |   1 |  1 |  0
 7516 |   23 | NEU      |   0 |  3 |  3
 7515 |   23 | NEU      |   2 |  1 |  0
 7515 |   23 | NEU      |   3 |  1 |  0
 6968 |   23 | NEU      |   3 |  0 |  0
 7516 |   23 | NEU      |   1 |  1 |  0
 7515 |   23 | NEU      |   4 |  0 |  0
 6968 |   23 | NEU      |   2 |  0 |  0
 7515 |   23 | NEU      |   5 |  0 |  0
 6968 |   23 | NEU      |   1 |  0 |  0
 7515 |   23 | NEU      |   6 |  0 |  0
 7516 |   23 | NEU      |   2 |  0 |  0
 6968 |   23 | NEU      |   0 |  0 |  0
 7515 |   23 | NEU      |   7 |  1 |  0
 7515 |   23 | NEU      |   8 |  0 |  0
 6963 |   23 | NEU      |  14 |  1 |  0
 7516 |   23 | NEU      |   3 |  0 |  0
 7515 |   23 | NEU      |   9 |  0 |  0
 7516 |   23 | NEU      |   7 |  0 |  0
 7516 |   23 | NEU      |   8 |  0 |  0
 7516 |   23 | NEU      |   9 |  1 |  0
 7516 |   23 | NEU      |  10 |  2 |  0
 7516 |   23 | NEU      |  11 |  0 |  0
 6963 |   23 | NEU      |  13 |  0 |  0
 7302 |   23 | NEU      |   3 |  0 |  0
 6963 |   23 | NEU      |  12 |  1 |  0
 7302 |   23 | NEU      |   2 |  0 |  0
 7516 |   23 | NEU      |  12 |  0 |  0
 7302 |   23 | NEU      |   1 |  0 |  0
 6963 |   23 | NEU      |  11 |  0 |  0
 7506 |   23 | NEU      |   7 |  0 |  0
 7303 |   23 | NEU      |   0 |  1 | 19
 7302 |   23 | NEU      |   0 |  0 |  0
 7506 |   23 | NEU      |   8 |  0 |  1
 7298 |   23 | NEU      |   2 |  2 |  0
 7298 |   23 | NEU      |   1 |  1 |  0
 7506 |   23 | NEU      |   9 |  0 |  1
 7298 |   23 | NEU      |   0 |  2 |  0
 7291 |   23 | NEU      |  11 |  1 |  0
 7291 |   23 | NEU      |  10 |  2 |  0
 7506 |   23 | NEU      |  10 |  0 |  0
 7291 |   23 | NEU      |   9 |  1 |  0
 7291 |   23 | NEU      |   8 |  0 |  0
 7506 |   23 | NEU      |  11 |  0 |  4
 7291 |   23 | NEU      |   7 |  1 |  0
 7291 |   23 | NEU      |   6 |  2 |  0
 7291 |   23 | NEU      |   5 |  0 |  0
 7506 |   23 | NEU      |  12 |  0 |  1
 7291 |   23 | NEU      |   4 |  0 |  0
 7291 |   23 | NEU      |   3 |  2 |  0
 7506 |   23 | NEU      |  13 |  1 |  2
 7282 |   23 | NEU      |  14 |  0 |  0
 7506 |   23 | NEU      |  14 |  0 |  2
 7282 |   23 | NEU      |  13 |  0 |  0
 7291 |   23 | NEU      |   2 |  1 |  1
 6963 |   23 | NEU      |  10 |  0 |  0
 7512 |   23 | NEU      |   0 |  0 |  0
 6963 |   23 | NEU      |   9 |  0 |  0
 7512 |   23 | NEU      |   1 |  1 |  0
 7512 |   23 | NEU      |   2 |  0 |  0
 6963 |   23 | NEU      |   8 |  0 |  0
 7512 |   23 | NEU      |   3 |  1 |  0
 7512 |   23 | NEU      |   4 |  0 |  0
 6963 |   23 | NEU      |   7 |  0 |  0
 7512 |   23 | NEU      |   5 |  1 |  0
 7512 |   23 | NEU      |   6 |  0 |  0
 7512 |   23 | NEU      |   7 |  0 |  0
 6963 |   23 | NEU      |   6 |  0 |  0
 7512 |   23 | NEU      |   8 |  0 |  0
 7512 |   23 | NEU      |   9 |  0 |  0
 6963 |   23 | NEU      |   5 |  0 |  0
 7291 |   23 | NEU      |   1 |  1 |  0
 7282 |   23 | NEU      |  12 |  1 |  0
 6963 |   23 | NEU      |   4 |  0 |  0
 6963 |   23 | NEU      |   3 |  1 |  0
 6963 |   23 | NEU      |   2 |  0 |  0
 7515 |   23 | NEU      |  10 |  2 |  0
 7516 |   23 | NEU      |   4 |  0 |  0
 7515 |   23 | NEU      |  11 |  0 |  0
 7515 |   23 | NEU      |  12 |  0 |  0
 7516 |   23 | NEU      |   5 |  0 |  1
 7515 |   23 | NEU      |  13 |  1 |  0
 7515 |   23 | NEU      |  14 |  0 |  0
 7516 |   23 | NEU      |   6 |  0 |  0
 7291 |   23 | NEU      |   0 |  2 |  1
 7282 |   23 | NEU      |  11 |  0 |  0
 7718 |   23 | NEU      |   0 |  2 |  1
 7282 |   23 | NEU      |  10 |  0 |  0
 7282 |   23 | NEU      |   9 |  0 |  0
 7282 |   23 | NEU      |   8 |  0 |  0
 7718 |   23 | NEU      |   1 |  1 |  4
 7516 |   23 | NEU      |  13 |  0 |  0
 7281 |   23 | NEU      |  14 |  1 |  0
 7282 |   23 | NEU      |   7 |  0 |  0
 7718 |   23 | NEU      |   2 |  1 |  0
 7281 |   23 | NEU      |  13 |  2 |  0
 7282 |   23 | NEU      |   6 |  1 |  0
 7281 |   23 | NEU      |  12 |  0 |  0
 7281 |   23 | NEU      |  11 |  2 |  0
 7282 |   23 | NEU      |   5 |  0 |  0
 7281 |   23 | NEU      |  10 |  0 |  0
 7282 |   23 | NEU      |   4 |  0 |  0
 7281 |   23 | NEU      |   9 |  0 |  0
 7282 |   23 | NEU      |   3 |  0 |  0
 7718 |   23 | NEU      |   3 |  0 |  0
 7281 |   23 | NEU      |   8 |  0 |  0
 7516 |   23 | NEU      |  14 |  0 |  0
 7282 |   23 | NEU      |   2 |  0 |  0
 7281 |   23 | NEU      |   7 |  1 |  0
 7718 |   23 | NEU      |   4 |  1 |  1
 7282 |   23 | NEU      |   1 |  0 |  0
 7281 |   23 | NEU      |   6 |  0 |  0
 7281 |   23 | NEU      |   5 |  0 |  0
 7282 |   23 | NEU      |   0 |  0 |  0
 7281 |   23 | NEU      |   4 |  0 |  0
 7281 |   23 | NEU      |   3 |  0 |  0
 7281 |   23 | NEU      |   2 |  2 |  0
 7281 |   23 | NEU      |   1 |  4 |  0
 7281 |   23 | NEU      |   0 |  0 |  0
 7261 |   23 | NEU      |  12 |  0 |  0
 7261 |   23 | NEU      |  11 |  1 |  0
 7261 |   23 | NEU      |  10 |  2 |  0
 7261 |   23 | NEU      |   9 |  2 |  0
 7261 |   23 | NEU      |   8 |  3 |  0
 7261 |   23 | NEU      |   7 |  1 |  0
 7261 |   23 | NEU      |   6 |  0 |  0
 7261 |   23 | NEU      |   5 |  0 |  0
 7261 |   23 | NEU      |   4 |  0 |  0
 7261 |   23 | NEU      |   3 |  0 |  0
 7261 |   23 | NEU      |   2 |  0 |  1
 7261 |   23 | NEU      |   1 |  0 |  0
 7531 |   23 | NEU      |   0 |  2 |  0
 7531 |   23 | NEU      |   1 |  7 |  0
 7531 |   23 | NEU      |   2 |  0 |  0
 7531 |   23 | NEU      |   3 |  2 |  0
 7531 |   23 | NEU      |   4 |  2 |  0
 7531 |   23 | NEU      |   5 |  0 |  0
 7261 |   23 | NEU      |   0 |  0 |  0
 7255 |   23 | NEU      |   9 |  0 |  0
 7255 |   23 | NEU      |   8 |  0 |  0
 7255 |   23 | NEU      |   7 |  0 |  0
 7255 |   23 | NEU      |   6 |  0 |  0
 7255 |   23 | NEU      |   5 |  0 |  0
 7255 |   23 | NEU      |   4 |  0 |  0
 7255 |   23 | NEU      |   3 |  1 |  0
 7717 |   23 | NEU      |   0 |  0 |  0
 7717 |   23 | NEU      |   1 |  2 |  0
 7717 |   23 | NEU      |   2 |  0 |  0
 7717 |   23 | NEU      |   3 |  1 |  0
 7717 |   23 | NEU      |   4 | 10 |  0
 7717 |   23 | NEU      |   5 |  0 |  1
 7717 |   23 | NEU      |   6 |  2 |  1
 7717 |   23 | NEU      |   7 |  1 |  0
 7717 |   23 | NEU      |   8 |  1 |  0
 7717 |   23 | NEU      |   9 |  1 |  0
 7717 |   23 | NEU      |  10 |  0 |  0
 6918 |   23 | NEU      |   3 |  1 |  0
 6918 |   23 | NEU      |   2 |  0 |  0
 7717 |   23 | NEU      |  11 |  0 |  0
 6918 |   23 | NEU      |   1 |  0 |  0
 7535 |   23 | NEU      |   0 |  0 |  0
 7535 |   23 | NEU      |   1 |  1 |  0
 7255 |   23 | NEU      |   2 |  0 |  0
 7255 |   23 | NEU      |   1 |  0 |  0
 7255 |   23 | NEU      |   0 |  0 |  0
 7250 |   23 | NEU      |   0 |  5 |  0
 7244 |   23 | NEU      |  14 |  0 |  0
 7244 |   23 | NEU      |  13 |  0 |  0
 7244 |   23 | NEU      |  12 |  1 |  0
 7244 |   23 | NEU      |  11 |  0 |  0
 7244 |   23 | NEU      |  10 |  0 |  0
 7244 |   23 | NEU      |   9 |  1 |  0
 7244 |   23 | NEU      |   8 |  0 |  0
 7244 |   23 | NEU      |   7 |  1 |  0
 7244 |   23 | NEU      |   6 |  0 |  0
 7244 |   23 | NEU      |   5 |  0 |  0
 7244 |   23 | NEU      |   4 |  0 |  0
 7244 |   23 | NEU      |   3 |  1 |  0
 7244 |   23 | NEU      |   2 |  0 |  0
 7244 |   23 | NEU      |   1 |  0 |  0
 7244 |   23 | NEU      |   0 |  0 |  0
 7239 |   23 | NEU      |   5 |  0 |  1
 7239 |   23 | NEU      |   4 |  0 |  0
 7239 |   23 | NEU      |   3 |  1 |  0
 7239 |   23 | NEU      |   2 |  0 |  1
 7239 |   23 | NEU      |   1 |  2 |  0
 7239 |   23 | NEU      |   0 |  1 |  0
 7228 |   23 | NEU      |   3 |  0 |  0
 7228 |   23 | NEU      |   2 |  0 |  0
 7228 |   23 | NEU      |   1 |  0 |  0
 7717 |   23 | NEU      |  12 |  1 |  0
 6918 |   23 | NEU      |   0 |  1 |  0
 7717 |   23 | NEU      |  13 |  0 |  0
 6913 |   23 | NEU      |   0 |  0 |  0
 7548 |   23 | NEU      |   0 |  0 |  0
 7717 |   23 | NEU      |  14 |  0 |  0
 7548 |   23 | NEU      |   1 |  0 |  0
 6910 |   23 | NEU      |  11 |  1 |  0
 7548 |   23 | NEU      |   2 |  0 |  0
 6910 |   23 | NEU      |  10 |  0 |  0
 7548 |   23 | NEU      |   3 |  0 |  0
 6910 |   23 | NEU      |   9 |  0 |  0
 6910 |   23 | NEU      |   8 |  0 |  1
 6910 |   23 | NEU      |   7 |  0 |  0
 6910 |   23 | NEU      |   6 |  0 |  0
 6910 |   23 | NEU      |   5 |  0 |  0
 6910 |   23 | NEU      |   4 |  0 |  0
 6910 |   23 | NEU      |   3 |  0 |  0
 6910 |   23 | NEU      |   2 |  0 |  0
 7718 |   23 | NEU      |   5 |  1 |  1
 7718 |   23 | NEU      |   6 |  0 |  1
 7718 |   23 | NEU      |   7 |  0 |  1
 6910 |   23 | NEU      |   1 |  2 |  0
 7718 |   23 | NEU      |   8 |  0 |  2
 7718 |   23 | NEU      |   9 |  2 |  1
 6910 |   23 | NEU      |   0 |  1 |  0
 7540 |   23 | NEU      |   0 |  1 |  0
 7718 |   23 | NEU      |  10 |  0 |  0
 7540 |   23 | NEU      |   1 |  0 |  0
 7540 |   23 | NEU      |   2 |  0 |  0
 6898 |   23 | NEU      |   5 |  0 |  0
 7540 |   23 | NEU      |   3 |  1 |  0
 7718 |   23 | NEU      |  11 |  1 |  3
 7540 |   23 | NEU      |   4 |  0 |  0
 7540 |   23 | NEU      |   5 |  0 |  0
 6898 |   23 | NEU      |   4 |  1 |  0
 7540 |   23 | NEU      |   6 |  0 |  0
 7718 |   23 | NEU      |  12 |  2 |  1
 7540 |   23 | NEU      |   7 |  0 |  0
 6898 |   23 | NEU      |   3 |  2 |  0
 7540 |   23 | NEU      |   8 |  0 |  0
 7540 |   23 | NEU      |   9 |  1 |  0
 7540 |   23 | NEU      |  10 |  0 |  0
 7540 |   23 | NEU      |  11 |  0 |  0
 7540 |   23 | NEU      |  12 |  0 |  0
 7540 |   23 | NEU      |  13 |  0 |  0
 7228 |   23 | NEU      |   0 |  0 |  0
 7223 |   23 | NEU      |   1 |  0 |  0
 7540 |   23 | NEU      |  14 |  0 |  0
 7223 |   23 | NEU      |   0 |  2 |  1
 7219 |   23 | NEU      |   2 |  0 |  0
 7219 |   23 | NEU      |   1 |  0 |  0
 7219 |   23 | NEU      |   0 |  0 |  0
 7214 |   23 | NEU      |   2 |  1 |  1
 7214 |   23 | NEU      |   1 |  1 |  3
 7214 |   23 | NEU      |   0 |  2 |  2
 7207 |   23 | NEU      |  14 |  0 |  0
 7207 |   23 | NEU      |  13 |  0 |  0
 7207 |   23 | NEU      |  12 |  0 |  0
 7207 |   23 | NEU      |  11 |  0 |  0
 7207 |   23 | NEU      |  10 |  0 |  0
 7207 |   23 | NEU      |   9 |  1 |  0
 7207 |   23 | NEU      |   8 |  0 |  0
 7207 |   23 | NEU      |   7 |  0 |  0
 7718 |   23 | NEU      |  13 |  2 |  3
 6898 |   23 | NEU      |   2 |  2 |  0
 7718 |   23 | NEU      |  14 |  5 |  1
 6898 |   23 | NEU      |   1 |  2 |  0
 6898 |   23 | NEU      |   0 |  0 |  0
 6902 |   23 | NEU      |   9 |  0 |  0
 6902 |   23 | NEU      |   8 |  2 |  0
 6963 |   23 | NEU      |   1 |  0 |  0
 6963 |   23 | NEU      |   0 |  3 |  0
 6955 |   23 | NEU      |   2 |  0 |  0
 6955 |   23 | NEU      |   1 |  0 |  0
 6955 |   23 | NEU      |   0 |  1 |  0
 6950 |   23 | NEU      |   6 |  3 |  0
 7554 |   23 | NEU      |   0 |  0 |  0
 6950 |   23 | NEU      |   5 |  1 |  0
 7554 |   23 | NEU      |   1 |  0 |  0
 7207 |   23 | NEU      |   6 |  3 |  0
 6950 |   23 | NEU      |   4 |  0 |  0
 7554 |   23 | NEU      |   2 |  0 |  0
 7207 |   23 | NEU      |   5 |  0 |  0
 7207 |   23 | NEU      |   4 |  0 |  0
 7207 |   23 | NEU      |   3 |  0 |  0
 7207 |   23 | NEU      |   2 |  0 |  0
 7207 |   23 | NEU      |   1 |  2 |  0
 7207 |   23 | NEU      |   0 |  0 |  0
 7170 |   23 | NEU      |   5 |  0 |  1
 6950 |   23 | NEU      |   3 |  1 |  0
 7170 |   23 | NEU      |   4 |  0 |  0
 7170 |   23 | NEU      |   3 |  0 |  0
 7170 |   23 | NEU      |   2 |  0 |  1
 6950 |   23 | NEU      |   2 |  1 |  0
 7170 |   23 | NEU      |   1 |  0 |  0
 7170 |   23 | NEU      |   0 |  0 |  0
 6950 |   23 | NEU      |   1 |  0 |  0
 7197 |   23 | NEU      |   1 |  1 |  0
 7197 |   23 | NEU      |   0 |  0 |  0
 6902 |   23 | NEU      |   7 |  0 |  0
 7177 |   23 | NEU      |  14 |  0 |  0
 7177 |   23 | NEU      |  13 |  0 |  0
 7177 |   23 | NEU      |  12 |  0 |  1
 7177 |   23 | NEU      |  11 |  0 |  0
 7177 |   23 | NEU      |  10 |  0 |  0
 7177 |   23 | NEU      |   9 |  1 |  0
 7177 |   23 | NEU      |   8 |  0 |  0
 7563 |   23 | NEU      |   0 |  1 |  0
 7563 |   23 | NEU      |   1 |  1 |  0
 7563 |   23 | NEU      |   2 |  1 |  0
 7563 |   23 | NEU      |   3 |  1 |  1
 7563 |   23 | NEU      |   4 |  1 |  0
 7563 |   23 | NEU      |   5 |  2 |  0
 7177 |   23 | NEU      |   7 |  0 |  0
 7177 |   23 | NEU      |   6 |  0 |  0
 7177 |   23 | NEU      |   5 |  0 |  0
 7177 |   23 | NEU      |   4 |  0 |  0
 7177 |   23 | NEU      |   3 |  0 |  0
 7177 |   23 | NEU      |   2 |  0 |  0
 7177 |   23 | NEU      |   1 |  0 |  0
 7177 |   23 | NEU      |   0 |  0 |  0
 7184 |   23 | NEU      |   2 |  2 |  0
 7184 |   23 | NEU      |   1 |  1 |  0
 7184 |   23 | NEU      |   0 |  1 |  0
 7576 |   23 | NEU      |   0 |  0 |  0
 7168 |   23 | NEU      |  14 |  3 |  0
 7168 |   23 | NEU      |  13 |  1 |  0
 7576 |   23 | NEU      |   1 |  0 |  0
 7168 |   23 | NEU      |  12 |  0 |  0
 7576 |   23 | NEU      |   2 |  0 |  0
 7571 |   23 | NEU      |   0 |  1 |  0
 7576 |   23 | NEU      |   3 |  0 |  0
 7168 |   23 | NEU      |  11 |  0 |  0
 7576 |   23 | NEU      |   4 |  0 |  0
 7571 |   23 | NEU      |   1 |  0 |  0
 7576 |   23 | NEU      |   5 |  0 |  0
 7571 |   23 | NEU      |   2 |  0 |  0
 7576 |   23 | NEU      |   6 |  0 |  0
 7571 |   23 | NEU      |   3 |  0 |  0
 7576 |   23 | NEU      |   7 |  1 |  0
 7576 |   23 | NEU      |   8 |  0 |  0
 7571 |   23 | NEU      |   4 |  0 |  0
 7576 |   23 | NEU      |   9 |  0 |  0
 7571 |   23 | NEU      |   5 |  0 |  0
 7571 |   23 | NEU      |   6 |  0 |  0
 7576 |   23 | NEU      |  10 |  0 |  0
 7168 |   23 | NEU      |  10 |  1 |  0
 7571 |   23 | NEU      |   7 |  0 |  0
 7576 |   23 | NEU      |  11 |  0 |  0
 7168 |   23 | NEU      |   9 |  4 |  0
 7168 |   23 | NEU      |   8 |  4 |  0
 7168 |   23 | NEU      |   7 |  1 |  0
 7571 |   23 | NEU      |   8 |  0 |  0
 7576 |   23 | NEU      |  12 |  0 |  0
 7168 |   23 | NEU      |   6 |  2 |  0
 7168 |   23 | NEU      |   5 |  0 |  0
 7571 |   23 | NEU      |   9 |  0 |  0
 7168 |   23 | NEU      |   4 |  3 |  0
 7576 |   23 | NEU      |  13 |  1 |  0
 7168 |   23 | NEU      |   3 |  0 |  0
 7571 |   23 | NEU      |  10 |  1 |  1
 7168 |   23 | NEU      |   2 |  1 |  0
 7168 |   23 | NEU      |   1 |  0 |  0
 7168 |   23 | NEU      |   0 |  0 |  0
 7576 |   23 | NEU      |  14 |  0 |  0
 7571 |   23 | NEU      |  11 |  0 |  0
 7154 |   23 | NEU      |  14 |  0 |  0
 7154 |   23 | NEU      |  13 |  0 |  0
 7571 |   23 | NEU      |  12 |  0 |  0
 7154 |   23 | NEU      |  12 |  0 |  0
 7154 |   23 | NEU      |  11 |  0 |  0
 7571 |   23 | NEU      |  13 |  0 |  0
 7571 |   23 | NEU      |  14 |  1 |  0
 7154 |   23 | NEU      |  10 |  0 |  0
 7154 |   23 | NEU      |   9 |  0 |  0
 7154 |   23 | NEU      |   8 |  0 |  0
 7154 |   23 | NEU      |   7 |  1 |  1
 7154 |   23 | NEU      |   6 |  0 |  0
 7154 |   23 | NEU      |   5 |  0 |  0
 7154 |   23 | NEU      |   4 |  0 |  0
 6950 |   23 | NEU      |   0 |  1 |  0
 7154 |   23 | NEU      |   3 |  0 |  0
 6902 |   23 | NEU      |   6 |  0 |  0
 6937 |   23 | NEU      |  14 |  3 |  0
 7154 |   23 | NEU      |   2 |  0 |  0
 6937 |   23 | NEU      |  13 |  0 |  0
 7154 |   23 | NEU      |   1 |  1 |  0
 7740 |   23 | NEU      |   0 |  1 |  0
 7740 |   23 | NEU      |   1 |  4 |  0
 7154 |   23 | NEU      |   0 |  0 |  0
 7740 |   23 | NEU      |   2 |  1 |  0
 7147 |   23 | NEU      |   3 |  0 |  0
 7740 |   23 | NEU      |   3 |  0 |  0
 7147 |   23 | NEU      |   2 |  0 |  0
 7147 |   23 | NEU      |   1 |  0 |  0
 7740 |   23 | NEU      |   4 |  1 |  0
 7147 |   23 | NEU      |   0 |  0 |  0
 7740 |   23 | NEU      |   5 |  2 |  0
 7145 |   23 | NEU      |   9 |  4 |  0
 7740 |   23 | NEU      |   6 |  1 |  0
 7740 |   23 | NEU      |   7 |  0 |  0
 7740 |   23 | NEU      |   8 |  1 |  0
 7145 |   23 | NEU      |   8 |  0 |  0
 7145 |   23 | NEU      |   7 |  1 |  0
 7740 |   23 | NEU      |   9 |  0 |  0
 7145 |   23 | NEU      |   6 |  3 |  0
 6937 |   23 | NEU      |  12 |  0 |  0
 7145 |   23 | NEU      |   5 |  0 |  0
 6937 |   23 | NEU      |  11 |  0 |  0
 7587 |   23 | NEU      |   0 |  0 |  0
 7145 |   23 | NEU      |   4 |  1 |  0
 7145 |   23 | NEU      |   3 |  2 |  1
 7145 |   23 | NEU      |   2 |  1 |  0
 7145 |   23 | NEU      |   1 |  4 |  1
 7145 |   23 | NEU      |   0 |  1 |  0
 7138 |   23 | NEU      |   1 |  0 |  0
 7138 |   23 | NEU      |   0 |  0 |  0
 7126 |   23 | NEU      |  14 |  2 |  0
 7126 |   23 | NEU      |  13 |  2 |  1
 7126 |   23 | NEU      |  12 |  1 |  0
 6937 |   23 | NEU      |  10 |  1 |  0
 6937 |   23 | NEU      |   9 |  0 |  0
 6937 |   23 | NEU      |   8 |  0 |  0
 6937 |   23 | NEU      |   7 |  0 |  0
 6937 |   23 | NEU      |   6 |  1 |  0
 6937 |   23 | NEU      |   5 |  0 |  0
 7595 |   23 | NEU      |   0 |  0 |  0
 7595 |   23 | NEU      |   1 |  0 |  0
 7595 |   23 | NEU      |   2 |  0 |  0
 7595 |   23 | NEU      |   3 |  0 |  0
 7595 |   23 | NEU      |   4 |  0 |  0
 7595 |   23 | NEU      |   5 |  0 |  0
 7126 |   23 | NEU      |  11 |  1 |  0
 7595 |   23 | NEU      |   6 |  0 |  0
 7595 |   23 | NEU      |   7 |  0 |  0
 7126 |   23 | NEU      |  10 |  1 |  1
 7595 |   23 | NEU      |   8 |  0 |  0
 7126 |   23 | NEU      |   9 |  2 |  0
 7595 |   23 | NEU      |   9 |  0 |  0
 7126 |   23 | NEU      |   8 |  0 |  0
 7595 |   23 | NEU      |  10 |  0 |  0
 7595 |   23 | NEU      |  11 |  0 |  0
 7595 |   23 | NEU      |  12 |  0 |  0
 7595 |   23 | NEU      |  13 |  0 |  0
 7595 |   23 | NEU      |  14 |  0 |  0
 7126 |   23 | NEU      |   7 |  0 |  0
 7126 |   23 | NEU      |   6 |  4 |  0
 7126 |   23 | NEU      |   5 |  1 |  1
 7126 |   23 | NEU      |   4 |  1 |  1
 7126 |   23 | NEU      |   3 |  1 |  0
 7126 |   23 | NEU      |   2 |  2 |  0
 7126 |   23 | NEU      |   1 |  2 |  0
 7125 |   23 | NEU      |   5 |  0 |  0
 7125 |   23 | NEU      |   4 |  0 |  0
 7125 |   23 | NEU      |   3 |  1 |  0
 7125 |   23 | NEU      |   2 |  0 |  0
 7125 |   23 | NEU      |   1 |  1 |  0
 7125 |   23 | NEU      |   0 |  0 |  0
 7126 |   23 | NEU      |   0 |  1 |  1
 7121 |   23 | NEU      |  14 |  0 |  0
 7600 |   23 | NEU      |   0 |  0 |  0
 7600 |   23 | NEU      |   1 |  0 |  0
 7600 |   23 | NEU      |   2 |  0 |  0
 7600 |   23 | NEU      |   3 |  0 |  0
 7600 |   23 | NEU      |   4 |  0 |  0
 7600 |   23 | NEU      |   5 |  0 |  0
 7600 |   23 | NEU      |   6 |  0 |  0
 7600 |   23 | NEU      |   7 |  0 |  0
 7600 |   23 | NEU      |   8 |  0 |  0
 7600 |   23 | NEU      |   9 |  0 |  0
 7600 |   23 | NEU      |  10 |  0 |  0
 7600 |   23 | NEU      |  11 |  0 |  0
 7600 |   23 | NEU      |  12 |  0 |  0
 7600 |   23 | NEU      |  13 |  1 |  0
 7600 |   23 | NEU      |  14 |  0 |  0
 7121 |   23 | NEU      |  13 |  1 |  0
 7121 |   23 | NEU      |  12 |  0 |  0
 7121 |   23 | NEU      |  11 |  1 |  0
 7121 |   23 | NEU      |  10 |  0 |  0
 6937 |   23 | NEU      |   4 |  1 |  0
 6937 |   23 | NEU      |   3 |  1 |  0
 7121 |   23 | NEU      |   9 |  2 |  0
 6937 |   23 | NEU      |   2 |  0 |  0
 7121 |   23 | NEU      |   8 |  2 |  0
 7121 |   23 | NEU      |   7 |  1 |  0
 7121 |   23 | NEU      |   6 |  0 |  0
 7121 |   23 | NEU      |   5 |  0 |  0
 7121 |   23 | NEU      |   4 |  1 |  0
 7121 |   23 | NEU      |   3 |  0 |  0
 7121 |   23 | NEU      |   2 |  0 |  0
 7121 |   23 | NEU      |   1 |  1 |  0
 7121 |   23 | NEU      |   0 |  0 |  0
 7109 |   23 | NEU      |  14 |  3 |  0
 7109 |   23 | NEU      |  13 |  1 |  0
 7109 |   23 | NEU      |  12 |  1 |  0
 7109 |   23 | NEU      |  11 |  0 |  1
 7109 |   23 | NEU      |  10 |  0 |  0
 7109 |   23 | NEU      |   9 |  1 |  0
 7109 |   23 | NEU      |   8 |  0 |  0
 7109 |   23 | NEU      |   7 |  0 |  0
 7109 |   23 | NEU      |   6 |  0 |  0
 7109 |   23 | NEU      |   5 |  2 |  0
 7109 |   23 | NEU      |   4 |  1 |  1
 7109 |   23 | NEU      |   3 |  0 |  1
 7109 |   23 | NEU      |   2 |  1 |  1
 7109 |   23 | NEU      |   1 |  0 |  1
 7109 |   23 | NEU      |   0 |  0 |  0
 7105 |   23 | NEU      |   3 |  0 |  0
 7076 |   23 | NEU      |  14 |  1 |  0
 7105 |   23 | NEU      |   2 |  0 |  0
 7105 |   23 | NEU      |   1 |  0 |  0
 7076 |   23 | NEU      |  13 |  0 |  0
 7105 |   23 | NEU      |   0 |  2 |  0
 7076 |   23 | NEU      |  12 |  0 |  0
 7076 |   23 | NEU      |  11 |  0 |  0
 6937 |   23 | NEU      |   1 |  0 |  0
 7076 |   23 | NEU      |  10 |  0 |  0
 6937 |   23 | NEU      |   0 |  0 |  0
 6933 |   23 | NEU      |  14 |  0 |  0
 6933 |   23 | NEU      |  13 |  0 |  0
